	lid_kaart/noun	altijd/adv	verblijf_status/noun	ten/adv	frank/noun	gezien/adj	bekentenis/noun	voorwaarde/noun	vonnis/noun	bouw_aanvraag/noun	gewoon/adj	besluit/noun	patent/noun	tarief/noun	kaart/noun	toelating/noun	onbeperkt/adj	door/adj	arrangement/noun	goal/noun	paspoort/noun	alternatief/noun	enquête/noun	regel/noun	advies/noun	boord_document/noun	gemeente/noun	treffer/noun	conventie/noun	rijbewijs/noun	bon/noun	stem_biljet/noun	slechts/adv	excuus/noun	juridisch/adj	status/noun	en/vg	referendum/noun	huur_contract/noun	onverminderd/adj	strip_kaart/noun	wagen/noun	euro/noun	Habibie/name	die/det	bod/noun	uitslag/noun	offerte/noun	dagvaarding/noun	licentie/noun	reis_pas/noun	adres/noun	niet/adv	wijze/noun	reden/noun	visum/noun	lang/adj	vervoer_bewijs/noun	huwelijk/noun	handtekening/noun	wereldwijd/adj	nog/adv	algemeen/adj	alibi/noun	ze/pron	biljet/noun	eind_uitslag/noun	document/noun	stem/noun	aanbieding/noun	universeel/adj	goedkeuring/noun	verklaring/noun	arbeid_vergunning/noun	papier/noun	reservatie/noun	diploma/noun	wil_beschikking/noun	vergunning/noun	wet/noun	typering/noun	enkel/adj	accoord/noun	rechtbank/noun	aanbesteding/noun	overeenkomst/noun	identiteitsbewijs/noun	ticket/noun	betaal_middel/noun	poging/noun	werk_vergunning/noun	alleen/adj	trein_kaart_DIM/noun	verblijfsvergunning/noun	verzekering/noun	dit/det	toestemming/noun	jaar/noun	uitkomst/noun	doelpunt/noun	kandidatuur/noun	abonnement/noun	principe/noun	rede/noun	verzoek/noun	exploitatie_vergunning/noun	argument/noun
aanbesteding/noun	0.90476114	0.8651924	0.87751114	0.881107	0.8477708	0.8150052	0.9703758	0.5305305	0.90482134	0.52136326	0.95834064	0.7404349	0.7229873	0.8862106	0.9572667	0.64891016	0.8561739	0.9834893	0.97801733	0.9706848	0.9712806	0.65776503	0.96409416	0.5585554	0.54677254	0.9940053	0.47282165	0.9312084	0.8519311	0.9635701	0.9501246	0.93772364	0.7812891	0.99283415	0.76921105	0.93317217	0.96030784	0.85424274	0.7643729	0.95247835	0.9755512	0.9852726	0.869699	0.9625354	0.720149	0.638752	0.9663675	0.36916488	0.95099354	0.77945644	0.8469951	0.9888181	0.8924199	0.56675065	0.8687404	0.92263806	0.8997696	0.9957308	0.86938894	0.8437185	0.81583667	0.86315155	0.6122664	0.981735	0.97103935	0.9608191	0.94474924	0.91086155	0.9784992	0.7108268	0.83326554	0.45733333	0.9668595	0.97851074	0.9226204	0.9146198	0.9643041	0.9199545	0.63521445	0.6009287	0.99219054	0.7802043	0.7289848	0.93481815	0.0	0.58241165	0.9792569	0.95235133	0.9571573	0.95341736	0.9065991	0.8020664	0.9632601	0.9039429	0.7947508	0.8236909	0.8311347	0.90349615	0.83844113	0.95854783	0.93784434	0.965202	0.6012211	0.960533	0.7653836	0.69627285	0.83948267
overeenkomst/noun	0.9727657	0.8700624	0.83862484	0.71149063	0.92150104	0.68385625	0.9092249	0.5453149	0.7896221	0.6389891	0.9240547	0.6698458	0.689754	0.78654563	0.9308057	0.6450294	0.8818451	0.95972556	0.9813906	0.9516286	0.8846251	0.84554577	0.9582703	0.7066338	0.7712767	0.954962	0.55015004	0.9459946	0.74854004	0.93675065	0.7757947	0.82311	0.842999	0.9948929	0.638283	0.782595	0.9176992	0.6497473	0.51245403	0.91465294	0.8889495	0.93175054	0.94521624	0.9076621	0.7547088	0.7334886	0.9676121	0.5866181	0.8463762	0.72728163	0.94972193	0.7700341	0.90013796	0.8495776	0.8287998	0.90688044	0.75822896	0.8427836	0.7755387	0.54075843	0.7670909	0.75304395	0.6446868	0.9458602	0.8356936	0.9181995	0.98443496	0.65069604	0.97592086	0.8474047	0.9074217	0.4327494	0.836436	0.8737072	0.7430834	0.9549719	0.9402366	0.64397806	0.61172605	0.53563714	0.9723077	0.7064585	0.23858166	0.9085977	0.58241165	0.0	0.77001965	0.96923894	0.9304855	0.8779551	0.8874444	0.7653583	0.9536571	0.8456391	0.7055985	0.8154881	0.6894848	0.85496926	0.7464564	0.96667606	0.66002655	0.9304844	0.6090362	0.8582101	0.6809666	0.69493514	0.7908243
identiteitsbewijs/noun	0.942757	0.8203511	0.6946863	0.85185856	0.8288986	0.8838735	0.9023374	0.6827129	0.91846573	0.9665825	0.8107976	0.87103635	0.93124056	0.8917836	0.7543424	0.76875114	0.78253365	0.9819908	0.99692	0.9988316	0.40864652	0.99682695	0.943007	0.6541838	0.95082283	0.6002077	0.81387675	1.0	0.9460158	0.44542181	0.812048	0.6402743	0.8091369	0.9246401	0.8113547	0.8962517	0.605608	0.8707185	0.86932015	0.92035985	0.9745016	0.60025907	0.84474766	0.91692734	0.8931753	0.9871692	0.94194794	0.9810081	0.86658335	0.87341243	0.5925719	0.6975833	0.8785857	0.8716339	0.78767604	0.4856559	0.7708788	0.83297414	0.7782269	0.62084216	0.9995231	0.791486	0.8473137	0.92682993	0.42447728	0.86665237	0.9775097	0.45631415	0.9172887	0.9949808	0.8990333	0.81362414	0.8975282	0.74777734	0.3964073	0.96443963	0.60141444	0.76767427	0.6964506	0.8553277	0.90022385	0.53263795	0.85184115	0.88682956	0.9792569	0.77001965	0.0	0.7800504	0.88696593	0.71926546	0.43803227	0.7775987	0.8436192	0.61390245	0.50957346	0.92531943	0.7622531	0.82142097	0.88244385	0.9948588	0.9462535	0.8248876	0.77898866	0.7862437	0.6227958	0.97325003	0.8941055
ticket/noun	0.6140682	0.9503164	0.8663916	0.82873034	0.3039688	0.95081544	0.99465436	0.8478059	0.99051934	0.9882765	0.6845536	0.9691416	0.9557425	0.46436185	0.37366867	0.8828164	0.7261662	0.9739813	0.5276128	0.96057504	0.6560839	0.9312481	0.9817279	0.8995424	0.9803585	0.9116582	0.8872959	0.9701949	0.9580832	0.78705424	0.71667933	0.86648136	0.6339133	0.9087268	0.9816832	0.95559	0.55963683	0.9774169	0.9670398	0.97354656	0.6358396	0.96938115	0.341335	0.98850316	0.94699055	0.83635163	0.9978852	0.90691745	0.8778747	0.9157981	0.79095036	0.85365665	0.8991241	0.8096321	0.9617308	0.7143084	0.9043873	0.8038803	0.9334666	0.83499706	0.96941787	0.9171479	0.9511898	0.83417314	0.7810114	0.6296482	0.97485906	0.7562107	0.9228309	0.64421177	0.9355743	0.98451364	0.9624257	0.8729794	0.7933667	0.31461883	0.81404173	0.97944176	0.8752932	0.95572126	0.9985265	0.6304306	0.9679742	0.98814	0.95235133	0.96923894	0.7800504	0.0	0.7364001	0.8574171	0.73524845	0.8091234	0.6062715	0.76018167	0.7610758	0.9122412	0.8674768	0.83139205	0.97925806	0.96729934	0.9668568	0.46448714	0.8840061	0.9531526	0.8600322	0.98532635	0.96074665
betaal_middel/noun	0.825134	0.91040397	0.9556601	0.80528384	0.6098064	0.8209173	0.90773624	0.9372432	0.976938	0.9574005	0.5667974	0.8079432	0.96584165	0.56300306	0.54711133	0.9667073	0.65198517	0.97383296	0.96151304	0.9655712	0.8998545	0.7418881	0.96181095	0.7989448	0.8677449	0.99285877	0.93807954	0.97862494	0.6333297	0.99808997	0.9182306	0.80680424	0.77133363	0.95927143	0.8041119	0.63655376	0.8473569	0.85555255	0.96373177	0.9120748	0.51235265	0.99702173	0.522555	0.963161	0.81551754	0.88275707	0.96690565	0.9432678	0.97152466	0.9644664	0.96367973	0.9843259	0.8364047	0.8873576	0.93862695	0.9633973	0.98462486	0.53170633	0.9551853	0.71689785	0.80508834	0.8478566	0.71043813	0.8651212	0.8226863	0.51122326	0.940211	0.8706988	0.86229265	0.9860576	0.64176214	0.91115505	0.7465304	0.9676638	0.92579424	0.79944396	0.9649592	0.97030175	0.97111744	0.7737337	0.8408129	0.84084743	0.9457331	0.9182916	0.9571573	0.9304855	0.88696593	0.7364001	0.0	0.9199093	0.99239546	0.8862256	0.7390901	0.97370946	0.9271249	0.8869591	0.97491586	0.8967511	0.9446717	0.9641284	0.9208324	0.65136564	0.73904955	0.7311574	0.94268876	0.8888538	0.9063374
poging/noun	0.9371928	0.9564611	0.9667789	0.89243394	0.93159866	0.842043	0.7870744	0.74240255	0.7234297	0.9783229	0.92746216	0.65100795	0.93482965	0.8952552	0.9375206	0.716378	0.8479408	0.9832786	1.0	0.90757656	0.7266257	0.80797136	0.9752033	0.8413666	0.86735356	0.94872594	0.89621663	0.92579114	0.95462275	0.797321	0.97888094	0.89160013	0.76187325	0.8303972	0.8339777	0.7893814	0.85534596	0.7763256	0.9105545	0.90155226	0.99767786	0.9626264	0.9184873	0.72866076	0.8880318	0.9430421	0.8029614	0.97395927	0.74611986	0.91147	0.6571664	0.8891433	0.89562404	0.9229493	0.70556176	0.7286416	0.7297636	1.0	0.81164336	0.71986735	0.96801895	0.85669774	0.9225857	0.89597404	0.75453806	0.8587861	0.6296095	0.7318658	0.79287565	0.92135394	0.8046495	0.8428135	0.8332921	0.6738107	0.658762	0.9338316	0.928545	0.8366729	0.83967096	0.89341426	0.95543736	0.72803235	0.7747258	0.76181364	0.95341736	0.8779551	0.71926546	0.8574171	0.9199093	0.0	0.7220846	0.7476345	0.9076969	0.7995327	0.9041969	0.91197556	0.6818514	0.9234959	0.7557142	0.92756736	0.7170925	0.94448507	0.83018005	0.6447166	0.5757876	0.9207017	0.7997964
werk_vergunning/noun	0.7460425	0.8383442	0.58098316	0.8321213	0.92948294	0.9893173	0.9294698	0.5768485	0.96458703	0.95662934	0.85689783	0.69156975	0.94672966	0.86649007	0.91795087	0.6399454	0.78649515	0.98553216	0.9676822	0.9802406	0.29149628	0.99337626	0.9773498	0.560979	0.9279168	0.66210866	0.8434641	0.9747079	0.9316703	0.3648649	0.92407084	0.76678	0.74317145	0.9577073	0.8365358	0.8863986	0.7045804	0.9196168	0.6475152	0.9342452	0.97507846	0.88985264	0.94710964	0.95767087	0.8715582	0.9355797	0.9204494	0.9093208	0.9079093	0.79985803	0.5631252	0.74274206	0.851748	0.8226888	0.6842921	0.28658366	0.7777394	0.8132748	0.7212988	0.66331017	0.9817098	0.908613	0.75684464	0.89049315	0.34699494	0.87477505	0.9625004	0.43368232	0.9853487	0.95708317	0.8955439	0.8522272	0.8476119	0.5975472	0.30925393	0.9259521	0.4866262	0.8165546	0.625877	0.8165279	0.9080189	0.694508	0.8811619	0.8109863	0.9065991	0.8874444	0.43803227	0.73524845	0.99239546	0.7220846	0.0	0.7711431	0.85803425	0.4407251	0.6576165	0.9149041	0.6836841	0.8578623	0.96749115	0.9840164	0.92701924	0.9375847	0.8900069	0.78400123	0.5910164	0.90119666	0.96016467
alleen/adj	0.71861887	0.7458766	0.84111303	0.8898487	0.8764941	0.6162921	0.9225599	0.60962415	0.87761855	0.867576	0.6974637	0.6937279	0.8223897	0.8118693	0.7320802	0.69810295	0.6108514	0.7404118	0.9567341	0.9541413	0.7696885	0.97309744	0.9596384	0.73162115	0.77677864	0.7653947	0.7352339	0.9451675	0.8022734	0.7812736	0.91375196	0.7776758	0.64400864	0.8777374	0.7095815	0.8289503	0.64408773	0.8199948	0.6585212	0.9236868	0.9097322	0.90528834	0.85612535	0.9221644	0.7030692	0.827517	0.8990606	0.86815995	0.80946636	0.592566	0.8958717	0.84205544	0.65379745	0.8935846	0.83265215	0.6744256	0.7649383	0.8810177	0.7812141	0.7705344	0.8247715	0.7712617	0.6472229	0.8450563	0.5717568	0.7231127	0.96072763	0.7765554	0.8836658	0.8929722	0.77927446	0.8055205	0.86570925	0.8183248	0.6902759	0.7709588	0.6848587	0.7916609	0.5530338	0.66426367	0.8381976	0.61619407	0.7872118	0.8766706	0.8020664	0.7653583	0.7775987	0.8091234	0.8862256	0.7476345	0.7711431	0.0	0.84806347	0.6401496	0.72981524	0.80279267	0.706591	0.8074583	0.90972817	0.96304727	0.8354435	0.8620699	0.5828701	0.8227469	0.7798258	0.7918646	0.76008093
trein_kaart_DIM/noun	0.76751316	0.94908863	0.9883654	0.8602127	0.773434	0.94451874	0.89949393	0.89388746	0.8784467	0.9893159	0.5721184	0.9305308	0.88845444	0.36515063	0.55468273	0.8600511	0.5583073	0.91308826	0.68061	0.99036986	0.84570014	0.60960853	0.9701141	0.96942705	0.8777016	0.924811	0.8777274	0.993856	0.94139504	0.84933543	0.8208513	0.81501067	0.73405313	0.92135376	0.954988	0.9047684	0.68794274	0.9862081	0.9565631	0.9861097	0.43339717	0.9405561	0.6851561	0.98241556	0.94903934	0.9806156	1.0	0.96784145	0.80182457	0.9030621	0.90670884	0.7283052	0.8106508	0.9414909	0.9374227	0.8791966	0.88887393	0.46656966	0.9465934	0.7752757	0.9029999	0.8627547	0.891145	0.90678716	0.71632063	0.7455975	0.9919466	0.8295192	0.9403153	0.62857753	0.9205476	0.95157444	0.9890238	0.86790174	0.80631423	0.85717237	0.8202059	0.9881655	0.86965925	0.90473056	0.8800692	0.77945656	0.9263469	0.85876024	0.9632601	0.9536571	0.8436192	0.6062715	0.7390901	0.9076969	0.85803425	0.84806347	0.0	0.7940129	0.86100775	0.85392576	0.79974836	0.8799909	0.99876004	0.9876326	0.98076195	0.36542082	0.8604957	0.9536348	0.92382795	0.99531174	0.9162245
verblijfsvergunning/noun	0.78283584	0.8412651	0.53763044	0.7473969	0.9324729	0.88411844	0.894379	0.63336104	0.9025525	0.78107035	0.69019556	0.8095128	0.7663043	0.81385756	0.73971164	0.5048176	0.6052786	0.9045714	0.98692626	0.9830742	0.36854088	0.9854964	0.91607577	0.6939071	0.87949795	0.7071368	0.7528381	0.9823439	0.89043915	0.41377354	0.9240996	0.7779369	0.82691586	0.9076515	0.8329985	0.8114548	0.6377784	0.89332736	0.69839084	0.68480957	0.8871569	0.8629727	0.9317806	0.89952403	0.76537347	0.8921141	0.93460226	0.88846207	0.8686087	0.5495469	0.54253733	0.78000766	0.7327981	0.83504266	0.70905757	0.19911557	0.7649697	0.8649594	0.81360555	0.6928492	0.8371991	0.8262619	0.7035947	0.86933935	0.6214229	0.7642219	0.97364616	0.4193563	0.9514095	0.9017045	0.7916429	0.7619836	0.87189513	0.65820765	0.55267197	0.95957446	0.61853087	0.7865813	0.54263854	0.7872733	0.9700713	0.75860506	0.81027967	0.8222675	0.9039429	0.8456391	0.61390245	0.76018167	0.97370946	0.7995327	0.4407251	0.6401496	0.7940129	0.0	0.5522415	0.82723546	0.5456498	0.8974743	0.9563813	0.98875344	0.829478	0.85052955	0.7867646	0.77276015	0.6402941	0.8413637	0.8868994
verzekering/noun	0.86909056	0.8624521	0.74943423	0.8397492	0.81223315	0.779642	0.9167066	0.5124874	0.8994807	0.9601095	0.75195575	0.89885	0.8719481	0.73476434	0.7184136	0.72912884	0.6974968	0.96164197	0.89604133	0.9887557	0.5916146	0.9119584	0.9682004	0.69655395	0.83860195	0.4536332	0.7327529	0.9931925	0.9014516	0.47239178	0.70903325	0.94200003	0.7444214	0.8873353	0.8096278	0.9182605	0.6564929	0.9577704	0.78611493	0.83465457	0.9025393	0.3811952	0.82702035	0.9775711	0.73699677	0.86359113	0.9739222	0.7015561	0.97466946	0.6158527	0.74725616	0.8924026	0.8459947	0.91352534	0.872431	0.6117184	0.82221377	0.9505318	0.91343826	0.81666493	0.8879814	0.921305	0.76121986	0.81139886	0.6603692	0.8540191	0.97375464	0.6759606	0.94908553	0.7060504	0.8527558	0.7383392	0.9203331	0.7123343	0.6282431	0.8857964	0.69084823	0.87675166	0.5694864	0.75713545	0.96066236	0.6695204	0.8325632	0.93965816	0.7947508	0.7055985	0.50957346	0.7610758	0.9271249	0.9041969	0.6576165	0.72981524	0.86100775	0.5522415	0.0	0.97194624	0.74558306	0.8331176	0.8452489	1.0	0.90280944	0.7857673	0.74550617	0.7363175	0.71898043	0.82871056	0.79406023
dit/det	0.950205	0.800614	0.8673325	0.741651	0.9072932	0.88217914	0.9123608	0.8420995	0.7366347	0.7407557	0.9394735	0.70475554	0.7589028	0.8745879	0.9201397	0.7604226	0.8811685	0.8091183	0.87157094	0.95431876	0.936056	0.88784266	0.73836046	0.86282647	0.7896617	0.9893132	0.7408471	0.8958353	0.8129783	0.9660575	0.8796944	0.6625002	0.8500663	0.8847802	0.5184184	0.81608987	0.8769321	0.6844094	0.6485597	0.90052253	0.91095257	0.9866835	0.89116246	0.7911401	0.83265185	0.85081255	0.8414707	0.7533457	0.6753154	0.86241955	0.9251684	0.89836097	0.82999194	0.8070661	0.7931277	0.90083355	0.6018234	0.91263235	0.85830104	0.7549369	0.7677469	0.7772292	0.7383412	0.7752112	0.92260635	0.930049	0.96297795	0.88690054	0.8849612	0.8585349	0.81430995	0.63669217	0.9050489	0.9899937	0.90599895	0.96105003	0.92022395	0.8454201	0.76394534	0.7214018	0.974523	0.8009634	0.7728255	0.561474	0.8236909	0.8154881	0.92531943	0.9122412	0.8869591	0.91197556	0.9149041	0.80279267	0.85392576	0.82723546	0.97194624	0.0	0.82738644	0.9282619	0.7797744	0.9490335	0.84934986	0.9158288	0.7845705	0.87720543	0.7688496	0.68596435	0.6659769
toestemming/noun	0.80237246	0.7662587	0.83235824	0.8332166	0.9446476	0.8445824	0.8747574	0.60953367	0.72745895	0.87593865	0.8888142	0.6274121	0.79028267	0.7679431	0.9042395	0.49215585	0.7513083	0.9261359	0.972613	0.9749286	0.6842714	0.84974	0.8654063	0.7370745	0.82474095	0.86829656	0.58164394	0.9749954	0.88243264	0.76190007	0.862748	0.7696469	0.7230123	0.95520484	0.6099609	0.7868787	0.77707493	0.68328416	0.639782	0.9725619	0.89364177	0.8087225	0.91464794	0.710573	0.7346166	0.8681228	0.75033444	0.86733633	0.7991584	0.713979	0.8380535	0.7420585	0.7630391	0.9044371	0.79068434	0.7132174	0.76001644	0.9150951	0.7357733	0.51855195	0.8646683	0.9343816	0.69990337	0.87745905	0.7051617	0.7627962	0.7658847	0.5519031	0.7924318	0.8916602	0.81100667	0.5490546	0.68292797	0.6958178	0.61530316	0.94393027	0.74675226	0.7653731	0.4980569	0.55645245	0.902471	0.66098744	0.68417656	0.82257783	0.8311347	0.6894848	0.7622531	0.8674768	0.97491586	0.6818514	0.6836841	0.706591	0.79974836	0.5456498	0.74558306	0.82738644	0.0	0.8274899	0.75264597	0.98898584	0.64396536	0.8593601	0.65959376	0.7801945	0.3882872	0.6927576	0.7307228
jaar/noun	0.8969153	0.8912343	0.8809	0.77606165	0.86008286	0.69911456	0.9811618	0.7888969	0.78554624	0.9634261	0.79034936	0.8099982	0.8436528	0.80326074	0.86344916	0.91999185	0.72609913	0.5066665	0.8269588	0.95848835	0.87469995	0.8579503	0.9326384	0.8583489	0.87359464	1.0	0.7974142	0.9597034	0.96374106	0.9163253	0.8184218	0.97872436	0.7697225	0.9695967	0.83433545	0.9550858	0.68822515	0.94945717	0.9417408	0.9427329	0.85662466	0.9569594	0.8760451	0.98227775	0.96623784	0.86829406	0.97249967	0.9385239	0.89689237	0.8973125	0.92398566	0.83353287	0.82090354	0.9066263	0.7753272	0.8876763	0.8216387	0.95540684	0.7883269	0.84519774	0.8749987	0.77879715	0.98777	0.9614718	0.7660823	0.9047245	0.9691631	0.8223322	0.9626723	0.91135615	0.95747256	0.7996392	0.97513324	0.9294913	0.8723971	0.9146996	0.84742343	0.98313934	0.85529435	0.91034675	0.63695985	0.7937691	0.84299517	0.9648048	0.90349615	0.85496926	0.82142097	0.83139205	0.8967511	0.9234959	0.8578623	0.8074583	0.8799909	0.8974743	0.8331176	0.9282619	0.8274899	0.0	0.8406003	0.9736304	0.9809164	0.81965	0.767588	0.9426338	0.8207065	0.94917744	0.82615054
uitkomst/noun	0.9987919	0.944159	0.99127465	0.9290359	0.9804035	0.78185743	0.96805453	0.7701118	0.8143226	0.98788023	0.9628427	0.6299988	0.93363667	0.9558483	0.9954216	0.929599	0.97370476	0.9996305	0.9879893	0.9832689	0.9613138	0.7618921	0.5932367	0.8296355	0.81266433	0.99852526	0.72061265	0.96684694	0.7691492	0.9809952	0.87124306	0.59537613	0.8651636	0.96040684	0.82425344	0.6447088	0.9525163	0.63228595	0.90734977	0.9339447	0.99833065	0.9691019	0.9535118	0.6861689	0.9236126	0.96144843	0.25191027	0.89135236	0.92435503	0.9893575	0.9618465	0.93114877	0.9512531	0.9085452	0.8256479	0.96107525	0.8277242	1.0	0.96338	0.65261173	0.81159383	0.944047	0.8459046	0.9827574	0.9603126	0.95505285	0.8007978	0.86385673	0.7659453	0.8933691	0.936634	0.69427466	0.9628074	0.9618557	0.9491371	1.0	0.9980822	0.9033478	0.90935034	0.772258	0.9636687	0.89053947	0.7479883	0.8776798	0.83844113	0.7464564	0.88244385	0.97925806	0.9446717	0.7557142	0.96749115	0.90972817	0.99876004	0.9563813	0.8452489	0.7797744	0.75264597	0.8406003	0.0	0.9934186	0.73141956	0.997697	0.80584776	0.77425563	0.65090835	0.9057431	0.63361645
doelpunt/noun	0.9518535	0.99273556	0.98653936	0.9261632	0.9320384	0.9882628	0.99588805	0.9844696	0.9085304	0.9966472	0.99309105	0.96792305	0.72959137	0.98835135	0.7603469	0.990551	0.94941723	1.0	0.9869498	0.18932897	0.98329693	0.99979067	0.9544116	0.92499316	0.9911277	0.98582387	0.9959188	0.14072722	1.0	1.0	1.0	0.9891768	0.640841	0.98178923	0.95653194	1.0	0.9663696	0.9737478	0.9912852	0.98978955	0.9737968	0.9965859	0.949001	0.7911758	0.80745244	0.999803	0.957681	0.9847262	0.96521235	0.9383999	0.9994524	0.97222006	0.9604366	0.8230245	0.9488835	0.9996773	0.9630663	0.97889286	0.99737763	0.99024594	0.84748286	0.8015298	0.92413825	0.96543163	0.99920404	0.97316194	0.61596596	0.9887906	0.77394605	0.9992376	0.9965114	0.99108875	0.9942369	0.9591644	0.96015406	0.9425151	0.9988869	0.9701621	0.98511004	0.9987548	0.98992085	0.9384085	0.9980184	0.95861757	0.95854783	0.96667606	0.9948588	0.96729934	0.9641284	0.92756736	0.9840164	0.96304727	0.9876326	0.98875344	1.0	0.9490335	0.98898584	0.9736304	0.9934186	0.0	0.995584	0.95234466	0.9771737	0.9981431	0.9935771	0.9919778	0.990005
kandidatuur/noun	0.9693931	0.9543169	0.8887288	0.7555202	0.9802894	0.8462437	0.7813241	0.6849475	0.9225157	0.81744266	0.99523604	0.48226	0.77585864	0.92585194	0.9589396	0.72969466	0.9163965	0.98561364	0.9869339	0.9927671	0.92725426	0.74181867	0.9625462	0.9173827	0.8499629	0.98205996	0.8879811	0.99359083	0.6441691	0.9231249	0.914536	0.8331373	0.84993356	0.90398836	0.7845781	0.8320248	0.9279546	0.5214714	0.8136767	0.980471	0.94854146	0.9835927	0.9718411	0.39639086	0.6971571	0.7852092	0.70226675	0.89147186	0.8736723	0.59417284	0.9812874	0.9249702	0.8968308	0.95109063	0.8790356	0.9291196	1.0	0.92218226	0.88796467	0.6621389	0.8021617	0.85791874	0.7910802	0.9363253	0.89486724	0.93611795	0.5238285	0.85818225	0.74199164	0.96974057	0.90696865	0.7092649	0.8475901	0.7516076	0.9025066	0.9357592	0.9566865	0.86250144	0.7430376	0.766399	0.9494167	0.7907292	0.7119235	0.9025416	0.93784434	0.66002655	0.9462535	0.9668568	0.9208324	0.7170925	0.92701924	0.8354435	0.98076195	0.829478	0.90280944	0.84934986	0.64396536	0.9809164	0.73141956	0.995584	0.0	0.9498544	0.864664	0.5873121	0.651101	0.8389804	0.8223222
abonnement/noun	0.69508684	0.87815565	0.96555436	0.81235874	0.39948428	0.9402832	0.97745043	0.89529824	0.9901366	0.98674667	0.47101313	0.9755525	0.88981366	0.20737189	0.36688542	0.8170536	0.42184418	0.91201633	0.43846118	0.9681258	0.79577494	0.6130368	0.9670082	0.92523164	0.89712554	0.9399211	0.89500105	0.9826921	0.9422333	0.9437592	0.7665485	0.89561534	0.6938013	0.9789648	0.9814374	0.94915324	0.7651963	0.964647	0.9308463	0.94276375	0.3264985	0.9035151	0.39604825	0.9895422	0.8965713	0.8762476	0.9933695	0.87679636	0.79472303	0.8835314	0.95615697	0.8296433	0.856866	0.97501653	0.9937096	0.92559457	0.90495116	0.58200026	0.89663655	0.85975796	0.86929864	0.82015204	0.8493907	0.85124886	0.79855216	0.5603374	0.9686036	0.9556397	0.9230237	0.5754504	0.9336849	0.9784961	0.9921501	0.79129726	0.8914854	0.6486123	0.8108584	0.9611878	0.8787123	0.8967819	0.9974735	0.65918624	0.94540477	0.98717374	0.965202	0.9304844	0.8248876	0.46448714	0.65136564	0.94448507	0.9375847	0.8620699	0.36542082	0.85052955	0.7857673	0.9158288	0.8593601	0.81965	0.997697	0.95234466	0.9498544	0.0	0.8476655	0.91634995	0.94429696	0.97651845	0.9866628
principe/noun	0.8856314	0.894247	0.9596183	0.8329122	0.88230366	0.46466213	0.8774906	0.42738044	0.76153654	0.73848677	0.8610574	0.6150373	0.6710423	0.7564975	0.82183045	0.5466386	0.5866528	0.85097814	0.9579729	0.97952384	0.8318388	0.8869804	0.865949	0.4826578	0.55834585	0.9666635	0.48510742	0.9692446	0.7927465	0.91856056	0.8423492	0.84847623	0.7876252	0.9258077	0.5941353	0.6877478	0.75773954	0.79120725	0.7577002	0.9270172	0.85129255	0.8989132	0.8430997	0.91881746	0.7490305	0.7194141	0.90025604	0.75543684	0.890092	0.73626065	0.85555196	0.84582424	0.6951238	0.62866616	0.75190806	0.8341483	0.72327304	0.8787928	0.8065842	0.6711873	0.6293374	0.7080993	0.59490645	0.79345465	0.81214684	0.7260028	0.92956984	0.742154	0.7967049	0.8331959	0.5116954	0.5182134	0.6641886	0.71326566	0.80873543	0.86309767	0.85510767	0.8345798	0.5006268	0.41618204	0.762833	0.6459629	0.6455891	0.79673684	0.6012211	0.6090362	0.77898866	0.8840061	0.73904955	0.83018005	0.8900069	0.5828701	0.8604957	0.7867646	0.74550617	0.7845705	0.65959376	0.767588	0.80584776	0.9771737	0.864664	0.8476655	0.0	0.66082454	0.6176858	0.80800295	0.6155775
rede/noun	0.9920582	0.8667431	0.9526759	0.9128121	0.9486251	0.7883182	0.797696	0.7317599	0.9023563	0.9632721	0.8936155	0.6436257	0.88509387	0.8204318	0.9404863	0.69655144	0.6688663	0.9509175	0.9566731	0.9338875	0.76393515	0.8255409	0.96250004	0.6512462	0.82649124	0.8540283	0.89644885	0.94714254	0.54766864	0.74530065	0.80571026	0.84750825	0.8500449	0.77763927	0.7462827	0.7257681	0.8022002	0.776204	0.87289166	0.9045058	0.9608208	0.8006227	0.9376273	0.6460767	0.6418563	0.98015314	0.816621	0.93805474	0.9246261	0.7618471	0.7925914	0.9856405	0.77837086	0.817396	0.6106308	0.73116887	0.7817925	0.99751234	0.7849134	0.8039526	0.71533597	0.94463265	0.75730705	0.7280488	0.78853685	0.8722218	0.71840054	0.7978143	0.69222754	0.92200696	0.5858415	0.85895073	0.6162518	0.69407135	0.813189	0.996386	0.9190052	0.8770284	0.7867688	0.6448017	0.69062626	0.77664024	0.9360016	0.78914636	0.960533	0.8582101	0.7862437	0.9531526	0.7311574	0.6447166	0.78400123	0.8227469	0.9536348	0.77276015	0.7363175	0.87720543	0.7801945	0.9426338	0.77425563	0.9981431	0.5873121	0.91634995	0.66082454	0.0	0.69799393	0.87855077	0.6709833
