	sinds/prep	men/pron	taksen/noun	Canada/name	toelage/noun	LPF_minister/noun	successie_recht/noun	frank/noun	vertwijfeld/adj	Camiel/name	hoopvol/adj	nu/adv	accijns/noun	zoals/comp	overheid/noun	tarief/noun	hand/noun	maandag_avond/noun	KLM/name	administratie/noun	Informatie/name	been/noun	Lanaken/name	aanvankelijk/adj	vorder_terug/verb	invoer_recht/noun	arm/noun	ter/prep	vinger_DIM/noun	Griek/noun	hierover/pp	glas_DIM/noun	te/prep	gemeente/noun	handpalm/noun	laag/adj	omdat/comp	staat/noun	vanaf/prep	triomfantelijk/adj	alsof/comp	inkomst_belasting/noun	beeld_DIM/noun	als/comp	bovendien/adv	toegang/noun	per/prep	en/vg	zij/pron	instantie/noun	loon_belasting/noun	voortaan/adv	netjes/adj	lidstaat/noun	die/det	statie_geld/noun	belasting/noun	tol/noun	lach/adj	vinger/noun	provincie/noun	premie/noun	mag/verb	college_geld/noun	dankbaar/adj	procent/noun	verzekeraar/noun	wanneer/comp	heffing/noun	opcentiemen/noun	om/comp	onroerend_zaak_belasting/noun	feestganger/noun	langzaam/adj	dan/adv	Francis/name	Henk/name	rente/noun	eventueel/adj	echter/adv	ministerie/noun	entree/noun	heer/noun	ze/pron	belasting_dienst/noun	in/verb	even/adj	Litmanen/name	arm/adj	toegang_prijs/noun	tegelijk/adj	op/prep	over/prep	alvast/adv	bovenop/prep	verontschuldig/adj	zondag_middag/noun	energie/prefix	inmiddels/adv	fiscus/noun	hak/noun	nergens/adv	immers/adv	boete/noun	anno/prep	taks/noun	daarna/adv	boven/prep	toch/adv	stad/noun	keer/noun	het/det	meer/adj	milieu_belasting/noun	louter/adj	terwijl/comp	of/vg	toeslag/noun	teatraal/adj	dwingend/adj	percentage/noun	glas/noun	land/noun	regering/noun	zonder/comp	sanctie/noun	hoofd/noun	hij/pron	hoog/adj	voorheffing/noun	ook/adv	opslag/noun	hulpeloos/adj
wanneer/comp	0.9257434	0.6830183	0.6891069	0.8410164	0.87269706	0.81198317	0.73699415	0.7955202	0.77615654	0.80011344	0.7140113	0.5447105	0.7108314	0.68170947	0.65814793	0.66603	0.6099309	0.91609263	0.9387827	0.7444225	0.95146304	0.73990726	0.90641373	0.73850226	0.69152737	0.8208821	0.63631433	0.779157	0.72430897	0.83562005	0.5389775	0.83038205	0.84446585	0.8352344	0.7604456	0.644912	0.46852422	0.63345	0.72826385	0.7903435	0.42149752	0.65932643	0.9072685	0.32530272	0.48324788	0.95702827	0.7143146	0.70383966	0.62905276	0.70820796	0.68162835	0.6052685	0.69222236	0.7264854	0.70425045	0.89855045	0.6162393	0.8329054	0.68355966	0.6258719	0.8857057	0.6543435	0.598464	0.7969981	0.7175133	0.7391604	0.69791526	0.0	0.62628853	0.72994864	0.6305116	0.71474314	0.870412	0.6525272	0.5127841	0.91609764	0.8283004	0.663445	0.6120676	0.6024499	0.86233276	0.8145877	0.70709133	0.7331285	0.5373783	0.63593674	0.6706678	0.82529	0.7634814	0.9490981	0.6330765	0.713326	0.5760912	0.5819912	0.6811558	0.7221577	0.854828	0.7627816	0.7773767	0.59753597	0.8467371	0.77096105	0.47972083	0.779493	0.8158775	0.8928257	0.615459	0.6798876	0.6833283	0.888656	0.83914906	0.84447855	0.7987361	0.6763027	0.73121625	0.5018769	0.60054946	0.75671077	0.8652864	0.78651816	0.7865314	0.7675908	0.8910079	0.7160325	0.55550635	0.7530788	0.7182286	0.7418224	0.69589376	0.6480478	0.689886	0.89230037	0.7061679
heffing/noun	0.8196769	0.7395237	0.40127146	0.73387647	0.7283858	0.9627525	0.36286962	0.4267912	0.93457514	0.9648078	0.95873684	0.80094147	0.29430068	0.5443703	0.35851675	0.19730204	0.97416186	0.91208607	0.77425694	0.53382134	0.9291419	0.96903366	0.7938312	0.7706622	0.48103273	0.35001022	0.9909927	0.6647854	0.9377792	0.94943905	0.43813074	0.94700396	0.8411542	0.41761386	0.9833281	0.28337395	0.44191176	0.55285907	0.39648873	0.941109	0.8613581	0.23942572	0.9677398	0.64906645	0.34271532	0.7316958	0.41176522	0.52276456	0.626214	0.66596645	0.4181851	0.24143124	0.6300345	0.53012526	0.5315409	0.6154231	0.15288895	0.50970423	0.96989125	0.94500685	0.64723843	0.37327403	0.58986735	0.6786625	0.9519535	0.34411508	0.61660576	0.62628853	0.0	0.39776284	0.39635348	0.42847735	0.95076394	0.8740828	0.6598766	0.91558224	0.9904898	0.41968048	0.35368347	0.67953765	0.7826467	0.834728	0.9360512	0.95135754	0.49313015	0.15947509	0.98244864	0.9522867	0.8532253	0.84742093	0.72118545	0.4193942	0.5208058	0.73462856	0.3318916	0.9937983	0.9433492	0.6309917	0.78727436	0.4049927	0.87283087	0.7196506	0.30834484	0.38495612	0.9436851	0.43856275	0.9388239	0.6703047	0.91280925	0.6566273	0.77074516	0.83662117	0.6356522	0.38177842	0.7957239	0.7022809	0.5202331	0.51889694	0.9543052	0.9069692	0.413593	0.82367146	0.6910403	0.39607298	0.44811714	0.7510377	0.93213505	0.9629703	0.33237344	0.3187018	0.74899685	0.6280788	0.95921504
opcentiemen/noun	0.8603803	0.7703251	0.5128542	0.8824079	0.7509563	0.97309023	0.31212908	0.584391	0.98141855	0.99763274	0.9750857	0.873886	0.49633712	0.7561654	0.46228755	0.33112735	0.97601557	0.96284664	0.8173964	0.69278485	0.97995335	0.9733105	0.81057554	0.95338666	0.80329263	0.605028	0.9681134	0.88910675	0.9299628	0.98726404	0.7043197	0.9753261	0.8808242	0.45000184	0.9780382	0.44831115	0.7739451	0.69073915	0.58375156	0.9855956	0.9409534	0.4296462	0.9776108	0.8577139	0.5358666	0.9000179	0.66938734	0.74756455	0.7928995	0.75930107	0.5164456	0.5407113	0.6917229	0.7697517	0.64735	0.80055046	0.32356775	0.6955924	0.9907947	0.9521013	0.49020725	0.5708929	0.8530402	0.78243923	0.98276025	0.41631573	0.8361737	0.72994864	0.39776284	0.0	0.69671726	0.5952326	0.92533034	0.8544369	0.7921198	0.95526665	0.9969488	0.47712195	0.62156034	0.80285966	0.9159613	0.90266395	0.97134656	0.962567	0.5674722	0.37081832	0.98670375	0.9924966	0.8872359	0.8766841	0.87293315	0.52098876	0.7820517	0.8251631	0.5684843	0.9918413	0.9388961	0.48474127	0.9049474	0.50597507	0.9187869	0.79465806	0.43096805	0.6297162	0.8218238	0.53364235	0.98965913	0.74819696	0.9185078	0.5888388	0.9209853	0.90724754	0.63287854	0.32294017	0.8222219	0.6835336	0.70042014	0.6299858	0.9918809	0.88829094	0.43046552	0.9763214	0.78686464	0.6458037	0.76182413	0.9053275	0.987213	0.9805737	0.56978965	0.28149337	0.82008255	0.77462316	0.9668938
om/comp	0.9327507	0.7135992	0.5973052	0.85995126	0.73266447	0.9319396	0.6716382	0.5528443	0.89287865	0.94299763	0.83499986	0.7703116	0.49569643	0.55470824	0.4285748	0.58020204	0.8270178	0.8821738	0.8696529	0.71767133	0.882294	0.8494195	0.8799771	0.76954997	0.5929539	0.5611252	0.85651994	0.7414194	0.757859	0.95354897	0.61628526	0.81125337	0.807151	0.59991527	0.7401519	0.5259241	0.5332527	0.68416655	0.7077671	0.8785127	0.79261315	0.58853567	0.9391433	0.49981755	0.5251827	0.75784254	0.59010965	0.611577	0.668067	0.7598994	0.7251487	0.4870702	0.69276935	0.5094912	0.5786175	0.6854856	0.47205502	0.7526066	0.84129417	0.8437743	0.66217273	0.7319517	0.5294384	0.7329083	0.8452659	0.636147	0.78299123	0.6305116	0.39635348	0.69671726	0.0	0.77672493	0.89749235	0.78546906	0.6429094	0.9626233	0.9638184	0.7037394	0.5091903	0.71201324	0.87504244	0.94101757	0.82690287	0.82491636	0.7357948	0.4498499	0.758751	0.9164169	0.77902263	0.93411183	0.74333096	0.5505192	0.5955922	0.7731443	0.5202918	0.9193201	0.9059879	0.70070827	0.74385583	0.6709032	0.9452613	0.7367796	0.49788356	0.59771883	0.97735816	0.5970205	0.7983345	0.74029124	0.78651017	0.7115712	0.818104	0.7407005	0.6185473	0.66330266	0.7257089	0.74327457	0.55434775	0.80810463	0.8754546	0.84226143	0.7091759	0.7768198	0.71534765	0.4061914	0.50057113	0.62125576	0.8794106	0.87114704	0.5267366	0.6329252	0.69847035	0.7502308	0.8705797
onroerend_zaak_belasting/noun	0.87806714	0.8790678	0.6793034	0.84603757	0.77366287	0.9748641	0.58518314	0.81976163	0.98076874	0.98248965	0.952269	0.88340604	0.65365875	0.8403467	0.70432854	0.34019363	0.9897435	0.97635245	0.7971792	0.72810084	0.9752121	0.9858709	0.80662334	0.95461977	0.7439275	0.6352167	0.9749418	0.9610052	0.98200387	0.989181	0.5181825	0.9724522	0.91975474	0.6020509	0.99542224	0.5078496	0.7867225	0.6684559	0.5360732	0.99586207	0.90647906	0.33631468	0.966116	0.9473037	0.6046022	0.9107643	0.5615097	0.73160315	0.7050383	0.8446605	0.5112828	0.5134275	0.77004147	0.8527078	0.7672825	0.81766504	0.5316621	0.8387571	0.98448646	0.98326117	0.7389221	0.37617743	0.6765374	0.7555528	0.96207654	0.48831177	0.6240033	0.71474314	0.42847735	0.5952326	0.77672493	0.0	0.9100686	0.980594	0.8230816	0.99417627	0.995084	0.48815793	0.6174753	0.8276105	0.8673566	0.9105153	0.9618277	0.96957964	0.5293618	0.63392353	0.9788324	0.9886739	0.9102267	0.8965588	0.7793331	0.8194871	0.5408691	0.6778756	0.7099681	0.9871099	0.9650037	0.90777785	0.9343479	0.5302625	0.92371583	0.87238437	0.6576685	0.73812467	0.97614324	0.7054335	0.9427742	0.7758318	0.9798362	0.88490504	0.9173866	0.8832733	0.87330794	0.62019324	0.8910545	0.76811934	0.8047849	0.56725115	0.97173387	0.896084	0.59764266	0.9755873	0.89112514	0.8522016	0.80548865	0.80536133	0.97977006	0.9844812	0.60281783	0.5757681	0.8860632	0.73398185	0.9834734
feestganger/noun	0.89307076	0.75043046	0.94875634	0.9408711	0.9461709	0.96464515	0.93076897	0.84446436	0.74267256	0.9550147	0.74843526	0.8600426	0.9419156	0.93121004	0.9683117	0.91247785	0.7247939	0.82776034	0.9366539	0.97272146	0.99751616	0.92815953	0.9277903	0.832653	0.985021	0.92796737	0.80730814	0.980024	0.92224807	0.8489724	0.957181	0.6150824	0.90689886	0.9485182	0.8108452	0.86761785	0.9343221	0.9866759	0.93195575	0.78395367	0.8810958	0.93754065	0.7765806	0.9523144	0.93909836	0.9181715	0.78559935	0.85283947	0.90413165	0.9755602	0.938275	0.91071844	0.8681289	0.94750786	0.9535132	0.8635105	0.9469747	0.94526213	0.84657526	0.86628866	0.90162957	0.9013658	0.8148615	0.9012518	0.70411325	0.8488048	0.96164584	0.870412	0.95076394	0.92533034	0.89749235	0.9100686	0.0	0.7026292	0.7936659	0.9813391	0.959521	0.8936901	0.8933733	0.78488344	0.97550166	0.84707665	0.95852214	0.83553374	0.96019554	0.9604266	0.67624104	0.9649371	0.87571794	0.7359978	0.7521284	0.9426094	0.88325554	0.61832315	0.8699875	0.90683454	0.63968503	0.9533111	0.9112076	0.93598866	0.9370208	0.93393475	0.9623239	0.94881123	0.8274281	0.9133384	0.6649965	0.7624155	0.7771932	0.9105599	0.87804073	0.77717656	0.9031806	0.9340411	0.8691244	0.6485294	0.6570951	0.8328579	0.9028702	0.70271426	0.8861429	0.6730435	0.89324605	0.95782185	0.9094236	0.94853115	0.7719779	0.85388714	0.8746228	0.9296565	0.9097422	0.8439474	0.9057169
langzaam/adj	0.8717363	0.6688648	0.80229163	0.9577675	0.9451082	0.9757	0.9368883	0.82924604	0.7322219	0.9775973	0.69658506	0.6642943	0.86712956	0.82697594	0.80150783	0.8440298	0.6498728	0.94253117	0.95686215	0.9574483	0.9547193	0.6235976	0.94326854	0.71671957	0.95982265	0.9402011	0.65408975	0.8346709	0.79420483	0.7543524	0.9195007	0.608437	0.83466715	0.92583746	0.7117042	0.76985157	0.9005623	0.97907996	0.86355084	0.76140016	0.6594833	0.9242941	0.87051016	0.7974492	0.7934834	0.86272234	0.76553905	0.7470474	0.7632538	0.95199406	0.87346286	0.90944594	0.78265536	0.7881884	0.8047857	0.93755174	0.8456733	0.7293731	0.7173133	0.77066076	0.9289468	0.9070859	0.8629831	0.9193212	0.8954238	0.8378457	0.9388671	0.6525272	0.8740828	0.8544369	0.78546906	0.980594	0.7026292	0.0	0.84324163	0.9935766	0.87602603	0.78073645	0.84140676	0.68427455	0.9781129	0.82871425	0.76941824	0.64738387	0.90339655	0.8429588	0.62547266	0.7532135	0.723562	0.794542	0.7492213	0.89918613	0.910085	0.86057746	0.76904637	0.74715745	0.9587773	0.7784324	0.83055097	0.94429976	0.89307606	0.7676632	0.83595926	0.94067985	0.7788571	0.9414999	0.66909313	0.6122521	0.72757924	0.8853522	0.92191243	0.74218655	0.89909613	0.7991169	0.8735961	0.63778603	0.7388524	0.8835272	0.6898539	0.73984563	0.76576424	0.71534425	0.8819806	0.86416644	0.7893856	0.9173309	0.6587919	0.6672125	0.79206324	0.8725658	0.8179909	0.8387599	0.63873994
dan/adv	0.93417966	0.54323936	0.7802759	0.93294895	0.9075346	0.8226624	0.7038746	0.80442595	0.8643744	0.9949067	0.7784238	0.46391773	0.73747605	0.71098554	0.7268449	0.7165264	0.79523057	0.92663777	0.9057343	0.7804622	0.990079	0.88134414	0.9390316	0.81524026	0.6894575	0.76743805	0.8027396	0.85050774	0.7310273	0.8227592	0.6593311	0.7700065	0.86683375	0.8464136	0.8951495	0.7660683	0.57020503	0.67940426	0.67208904	0.8297393	0.5678637	0.6890576	0.85146415	0.37807155	0.6310428	0.94452846	0.81980693	0.78107226	0.62775606	0.73478866	0.7988478	0.61651075	0.6377252	0.8011831	0.60550237	0.8727472	0.65797246	0.74818075	0.7916508	0.8348979	0.9425902	0.74092305	0.5480931	0.8272902	0.55877316	0.7952075	0.7832634	0.5127841	0.6598766	0.7921198	0.6429094	0.8230816	0.7936659	0.84324163	0.0	0.9059969	0.8875301	0.76944315	0.6750145	0.6928118	0.8988079	0.8939102	0.7882639	0.5882968	0.6549523	0.67224205	0.5544982	0.9294702	0.87801445	0.90541995	0.69571006	0.779057	0.67168593	0.5894065	0.72223425	0.859177	0.81821793	0.9205688	0.82205766	0.62543476	0.9353758	0.7530992	0.5841583	0.6973465	0.8571332	0.83314425	0.5532499	0.83890975	0.5299793	0.8906562	0.800904	0.8856676	0.72245055	0.77518296	0.73452586	0.5978628	0.64228	0.8044857	0.9405101	0.8315114	0.79838055	0.8051872	0.8548885	0.7507594	0.6679651	0.8087697	0.86718315	0.67229915	0.80337846	0.7309197	0.6641847	0.8867981	0.79336154
Francis/name	0.9450176	0.94247127	0.8476999	0.90347594	0.887617	0.9865961	0.87546504	0.91894287	0.90814155	0.96408147	0.9338514	0.9065796	0.86132896	0.90301085	0.82397914	0.97170883	0.9422324	0.96754456	0.95531493	0.75036985	0.79876024	0.9765335	0.96424174	0.9418442	0.6810585	0.93968534	0.94715446	1.0	0.904017	0.94940424	0.9195845	0.9844713	0.961852	0.8386232	0.9729088	0.9969	0.84094685	0.81764716	0.9739052	0.9366259	0.95218974	0.89883786	0.9588854	0.8914902	0.94353306	0.9620854	0.9933346	0.9253773	0.9557531	0.72671175	0.7508511	0.868778	0.84178555	0.85439557	0.89878947	0.93536395	0.8296007	0.8563634	0.74680084	0.93604386	0.96420616	0.8441859	0.9286434	0.7821458	0.943196	0.99734235	0.7290112	0.91609764	0.91558224	0.95526665	0.9626233	0.99417627	0.9813391	0.9935766	0.9059969	0.0	0.9704226	0.8712506	0.8746624	0.9529106	0.5793947	0.8695286	0.8910243	0.9154951	0.73981595	0.81632537	0.99211866	0.9520198	0.98020035	0.9880429	0.94022006	0.98548555	0.9268834	0.91810846	0.9939352	0.99910337	0.9575824	0.9892084	0.86044836	0.75479746	0.98321307	0.9917698	0.9329226	0.8075055	0.9577655	0.9266186	0.87821215	0.9821773	0.9945647	0.86756444	0.98572665	0.88187826	0.9674452	0.96233577	0.9163794	0.9409622	0.9543333	0.9147834	0.9903368	0.9615333	0.95134425	0.9522388	0.9837635	0.8914818	0.9392148	0.86922896	0.9331658	0.9253123	0.9980446	0.91753435	0.9836223	0.9873402	0.99275815
Henk/name	0.9438242	0.93826574	0.99278605	0.9808708	0.9989681	0.9611797	0.9965309	0.95464015	0.7974713	0.98691034	0.71087813	0.93833536	0.99553984	0.89002454	0.97129077	0.9924258	0.6977551	0.8957382	0.9917547	0.9642571	0.933497	0.8980656	0.9908906	0.9825835	0.9821794	0.98878735	0.70994914	0.9590486	0.96172065	0.85731435	0.9868678	0.89898396	0.8829616	0.9962301	0.978209	0.97980416	0.97423583	0.9940653	0.9176934	0.5849805	0.7477865	0.9965575	0.9095895	0.9072254	0.994299	0.9240348	0.94881195	0.89365715	0.86731577	0.82357234	0.9967491	0.9741007	0.9551579	0.9861055	0.9643616	0.9876707	0.9969374	0.99375784	0.72827065	0.85513663	0.9950384	0.99809223	0.9588738	0.9939045	0.8388319	1.0	0.98080724	0.8283004	0.9904898	0.9969488	0.9638184	0.995084	0.959521	0.87602603	0.8875301	0.9704226	0.0	0.99848646	0.98997635	0.9632689	0.9894231	0.7178289	0.7518123	0.7273118	0.91820574	0.9907796	0.7693596	0.72435415	0.8311523	0.91501117	0.7959701	0.9803401	0.95911664	0.9067426	0.90737975	0.68696404	0.8549611	0.96999735	0.90473795	1.0	0.93963635	0.9605941	0.9829013	0.98537934	0.78140926	0.99626386	0.9064453	0.8421143	0.9685931	0.98163676	0.9551849	0.9270858	0.9924973	0.9977406	0.93790495	0.7510276	0.94768137	0.9781894	0.9194925	0.8914408	0.9921833	0.78455746	0.9884845	0.99963874	0.9825761	0.9947594	0.6424055	0.6129123	0.97513103	0.9992997	0.95962214	0.9911189	0.70307934
rente/noun	0.62157094	0.7895866	0.50321984	0.7764951	0.67894125	0.8979865	0.4133888	0.68428963	0.9242986	0.9785721	0.96255785	0.77797294	0.4478541	0.8030292	0.45934916	0.30189788	0.95708305	0.9373398	0.7584957	0.5951825	0.9615885	0.9485639	0.8425821	0.8593199	0.5792414	0.41131383	0.9560555	0.8682198	0.93422306	0.9574476	0.5311924	0.93834496	0.87197936	0.7047268	0.96977115	0.2800573	0.5843322	0.6406956	0.6429628	0.9495706	0.9179373	0.30416656	0.95889467	0.76689076	0.47702533	0.8139613	0.62268466	0.72511184	0.64479995	0.6467675	0.36864048	0.4948163	0.6335429	0.70406413	0.67375183	0.80794597	0.32791573	0.6269886	0.92157763	0.9361964	0.8297105	0.25558704	0.7037549	0.601906	0.95347255	0.3029309	0.41706735	0.663445	0.41968048	0.47712195	0.7037394	0.48815793	0.8936901	0.78073645	0.76944315	0.8712506	0.99848646	0.0	0.5282465	0.7114353	0.7627455	0.8911258	0.8916762	0.89115596	0.4417402	0.4690711	0.94089746	0.9471649	0.89994764	0.7435149	0.8831297	0.68643236	0.59922373	0.8546488	0.5866697	0.98065346	0.93848515	0.6539308	0.7067507	0.30070418	0.76008976	0.84297806	0.4185698	0.48723304	0.90980566	0.6126307	0.87942255	0.6023886	0.9197805	0.8518915	0.78830034	0.8271604	0.7661141	0.50678027	0.9068447	0.6434343	0.71300334	0.48451006	0.98010707	0.8670793	0.34959412	0.952607	0.7516501	0.72680086	0.6638608	0.7789523	0.87178546	0.91106087	0.43448842	0.42307097	0.80842054	0.69637495	0.9414002
eventueel/adj	0.8918933	0.75413454	0.5486772	0.73653305	0.75253	0.9142628	0.6163928	0.5218904	0.9908965	0.9624724	0.94643813	0.7808398	0.44449925	0.48736835	0.40565586	0.47094017	0.9294994	0.9438956	0.7003489	0.58766854	0.889019	0.9413209	0.90553075	0.75477207	0.5264347	0.528635	0.95869684	0.68526685	0.91292775	0.9568397	0.55644745	0.84595466	0.9148295	0.5698216	0.9239724	0.47625798	0.4597932	0.60571206	0.5376731	0.9621784	0.89509356	0.49200898	0.9488363	0.57235235	0.39202207	0.8223272	0.5727865	0.5216719	0.68972826	0.6733593	0.46882737	0.40280318	0.6895831	0.5045436	0.51611	0.7345898	0.33027625	0.72698486	0.8571935	0.9424333	0.761291	0.51393825	0.59658694	0.6887926	0.9115979	0.4691252	0.6174823	0.6120676	0.35368347	0.62156034	0.5091903	0.6174753	0.8933733	0.84140676	0.6750145	0.8746624	0.98997635	0.5282465	0.0	0.7366872	0.76047325	0.889857	0.94761646	0.9036418	0.48583764	0.40387213	0.8837043	0.9760214	0.90829444	0.9225782	0.7709053	0.6070818	0.59050035	0.74213696	0.40799308	0.9778454	0.9585689	0.7549726	0.78919864	0.4621365	0.91434866	0.8550966	0.36965334	0.4066615	0.87866306	0.63084984	0.8106532	0.7026497	0.89816564	0.7236035	0.88077164	0.8327752	0.7927158	0.54091144	0.86531806	0.7879214	0.53499305	0.58126986	0.9737329	0.9040357	0.65424204	0.8877737	0.6509155	0.43861932	0.4829039	0.5331428	0.897134	0.95717424	0.45548546	0.5226997	0.81791216	0.8026211	0.9472154
echter/adv	0.8344745	0.58546543	0.673903	0.9147431	0.88670915	0.9553212	0.65504146	0.85412	0.737455	0.96228224	0.76362675	0.63142484	0.6821771	0.6800864	0.66575146	0.73180276	0.8784672	0.94072795	0.7814107	0.74227804	0.8470476	0.91925263	0.8936771	0.6145207	0.7611532	0.7255677	0.91536015	0.8890082	0.7815139	0.7995215	0.68119407	0.93484926	0.76479805	0.8216455	0.9351504	0.7544801	0.5143214	0.8942329	0.8051611	0.867756	0.76146954	0.70425034	0.956734	0.60717475	0.53708065	0.92927265	0.7890751	0.804814	0.71548057	0.66197073	0.6617661	0.6781282	0.88454336	0.6331067	0.7028208	0.8134924	0.6770693	0.62910414	0.7897789	0.86570114	0.836494	0.7768193	0.70918477	0.81234396	0.7842843	0.79187447	0.7713941	0.6024499	0.67953765	0.80285966	0.71201324	0.8276105	0.78488344	0.68427455	0.6928118	0.9529106	0.9632689	0.7114353	0.7366872	0.0	0.8316818	0.8754471	0.9069871	0.8114424	0.7635083	0.6820502	0.7976673	0.8322578	0.90896916	0.88721657	0.6698251	0.83573914	0.7687242	0.68837756	0.7670573	0.93174607	0.84533536	0.8144727	0.6458119	0.76918	0.816644	0.6482575	0.5583019	0.7765486	0.921001	0.78775156	0.8985733	0.84958243	0.6307334	0.90226406	0.8808415	0.8451904	0.72778046	0.76213604	0.7560624	0.7550593	0.7369671	0.8057794	0.79025656	0.54984266	0.773339	0.9017701	0.82298446	0.71445227	0.7760099	0.6960201	0.9260347	0.8523982	0.74932194	0.7885045	0.6422838	0.8107861	0.9183022
ministerie/noun	0.889858	0.89241636	0.78843296	0.91158146	0.6982291	0.94926673	0.789461	0.8260953	0.9028324	0.96373475	0.9650553	0.8847622	0.7568124	0.86367756	0.6037804	0.8130626	0.9801574	0.8975095	0.9032717	0.37385964	0.7784153	0.9712204	0.9589559	0.9189612	0.54651713	0.8120091	0.9937869	0.9580321	0.9625281	0.99105144	0.6612472	0.9974858	0.91681117	0.6785314	0.9936078	0.86682165	0.73384714	0.68514985	0.8835661	0.9719323	0.9341762	0.7586546	0.97549295	0.86619174	0.75249696	0.9276985	0.8580907	0.783054	0.8452568	0.5283799	0.6447321	0.6338265	0.7581618	0.7144077	0.8696317	0.9761017	0.6977682	0.8432528	0.88042635	0.9388666	0.72927684	0.6692872	0.8419297	0.77435786	0.99492735	0.8709843	0.5807264	0.86233276	0.7826467	0.9159613	0.87504244	0.8673566	0.97550166	0.9781129	0.8988079	0.5793947	0.9894231	0.7627455	0.76047325	0.8316818	0.0	0.7839241	0.91413486	0.9570737	0.6618781	0.74258125	0.98348796	0.97477096	0.9367858	0.9627702	0.9237319	0.9028249	0.72521615	0.88564306	0.8699373	0.9756347	0.9758746	0.9834623	0.76553655	0.6011257	0.9548027	0.8814314	0.7518287	0.766114	0.99756426	0.895548	0.90761703	0.94316846	0.9866198	0.71822894	0.9857435	0.75041455	0.9077201	0.8875897	0.93341875	0.92934203	0.9092703	0.82758915	0.9767793	0.9624989	0.8276449	0.9777536	0.9248332	0.70265865	0.83198404	0.7911749	0.85455906	0.96539456	0.8713791	0.8202725	0.9088993	0.89829874	0.97689056
entree/noun	0.77150667	0.92244685	0.81537104	0.9377615	0.83878815	1.0	0.8615387	0.76571953	0.9280199	0.9970122	0.84441215	0.8591796	0.8576239	0.83231777	0.9264409	0.8854846	0.7362492	0.6253276	0.8310757	0.83946055	0.8246105	0.9662422	0.92634815	0.77133477	0.93466175	0.8539144	0.75196075	0.8849269	0.9112492	0.73076576	0.9107988	0.87814456	0.7802625	0.87596995	0.9317912	0.8891693	0.8538752	0.93027854	0.65735984	0.5674528	0.685204	0.87837815	0.89105415	0.90195954	0.84856045	0.7873258	0.713609	0.8329524	0.93338686	0.7481741	0.85900366	0.8015212	0.92078006	0.944472	0.7930436	0.7673349	0.84304297	0.8562058	0.6464431	0.8627221	0.91393405	0.77704024	0.9361068	0.8809089	0.96878076	0.840371	0.9319125	0.8145877	0.834728	0.90266395	0.94101757	0.9105153	0.84707665	0.82871425	0.8939102	0.8695286	0.7178289	0.8911258	0.889857	0.8754471	0.7839241	0.0	0.8479356	0.88035375	0.8560812	0.87372696	0.84796417	0.63551164	0.75168055	0.7742492	0.8184799	0.8828876	0.8939205	0.83229	0.6452229	0.71942854	0.68325514	0.9696121	0.86250424	0.9188297	0.8288871	0.8782679	0.8919038	0.7808476	0.76492244	0.7949261	0.85873103	0.7027032	0.9594858	0.8684155	0.8526599	0.83336157	0.8618723	0.8592164	0.80918974	0.7536024	0.8025962	0.6159346	0.63190424	0.7156326	0.8358472	0.6296563	0.930782	0.95854247	0.88297796	0.9016824	0.7253387	0.77124846	0.89207304	0.86342937	0.9289235	0.86829984	0.96799755
heer/noun	0.93545103	0.8064983	0.8984902	0.82404023	0.9568701	0.8616363	0.9040457	0.994904	0.7838667	0.64977616	0.75116897	0.76676655	0.95099217	0.88077676	0.8505148	0.93477875	0.7118023	0.93468726	0.9508854	0.92730117	0.9829108	0.74556756	0.9848062	0.8591185	0.8767691	0.9317912	0.69954634	0.8879607	0.52259064	0.8291725	0.98247063	0.8702408	0.82427204	0.96193075	0.682886	0.95189774	0.89860326	0.91105556	0.96791065	0.78629214	0.6816686	0.8936547	0.8476513	0.7455806	0.9389324	0.93488	0.9662113	0.7685333	0.7844722	0.8196911	0.921486	0.855856	0.63103795	0.87682444	0.8550254	0.9630009	0.90815675	0.88160443	0.5503551	0.70728934	0.9842516	0.8947216	0.84667516	0.8931079	0.73643833	0.9406847	0.90703946	0.70709133	0.9360512	0.97134656	0.82690287	0.9618277	0.95852214	0.76941824	0.7882639	0.8910243	0.7518123	0.8916762	0.94761646	0.9069871	0.91413486	0.8479356	0.0	0.636329	0.8640442	0.91941184	0.6384743	0.89005077	0.85975206	0.90030026	0.68869555	0.9419816	0.9656835	0.822266	0.9586996	0.852096	0.8879689	0.9164722	0.7469504	0.902246	0.8397428	0.80268884	0.9487556	0.8721833	0.7494687	0.9591985	0.7746425	0.86945105	0.7768824	0.98149854	0.9438632	0.78085613	0.9257265	0.9646366	0.6740639	0.72763526	0.85990584	0.9270172	0.7729101	0.8922028	0.88072497	0.80392253	0.951234	0.91306037	0.79363286	0.9712933	0.72630155	0.62696016	0.9158034	0.9621147	0.9230467	0.95995826	0.74308324
